ESTU_TIPODOCUMENTO_PRO,ESTU_GENERO_PRO,ESTU_FECHANACIMIENTO_PRO,PERIODO_PRO,ESTU_CONSECUTIVO_PRO,ESTU_DEPTO_RESIDE_PRO,ESTU_MCPIO_RESIDE_PRO,ESTU_AREARESIDE,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,FAMI_ESTRATOVIVIENDA_PRO,FAMI_TIENEINTERNET,ESTU_HORASSEMANATRABAJA,INST_COD_INSTITUCION,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_NUCLEO_PREGRADO,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_COMUNI_ESCRITA_PUNT,PUNT_GLOBAL,CONSECUTIVO_SABERPRO,CONSECUTIVO_SABER11,ESTU_TIPODOCUMENTO_11,ESTU_GENERO_11,ESTU_FECHANACIMIENTO_11,PERIODO_11,ESTU_CONSECUTIVO_11,ESTU_DEPTO_RESIDE_11,ESTU_MCPIO_RESIDE_11,FAMI_ESTRATOVIVIENDA_11,COLE_CARACTER,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,FACULTAD,CAMPUS
CC,F,10/01/1996,20203,EK202030140331,CORDOBA,TIERRALTA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN SALUD,DISTANCIA,ADMINISTRACION,106,125,107,121,0.0,92,EK202030140331,SB11201220459090,TI,F,10/01/1996,20122,SB11201220459090,CORDOBA,TIERRALTA,Estrato 2,ACADEMICO,53,58,54,35,43,FACULTAD DE CIENCIAS DE LA SALUD,MULTICAMPUS
CC,M,21/03/1996,20203,EK202030151610,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,FISICA,PRESENCIAL,FISICA,210,176,181,177,203.0,189,EK202030151610,SB11201420370368,TI,M,21/03/1996,20142,SB11201420370368,CORDOBA,SAHAGUN,Estrato 1,ACADEMICO,59,54,60,61,59,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,F,09/02/1998,20203,EK202030086689,CORDOBA,CERETE,AREA RURAL,NO,NO,SI,SI,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,BIOLOGIA,PRESENCIAL,BIOLOGIA MICROBIOLOGIA Y AFINES,109,147,161,154,103.0,135,EK202030086689,SB11201420139970,TI,F,09/02/1998,20142,SB11201420139970,CORDOBA,CERETE,Estrato 1,ACADEMICO,57,53,63,52,48,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,M,14/09/1996,20203,EK202030090304,CORDOBA,TUCHIN,CABECERA MUNICIPAL,SI,NO,NO,SI,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA DE SISTEMAS,DISTANCIA,INGENIERIA DE SISTEMAS TELEMATICA Y AFINES,107,91,81,138,127.0,109,EK202030090304,SB11201320347095,TI,M,14/09/1996,20132,SB11201320347095,CORDOBA,SAN ANDRES DE SOTAVENTO,Estrato 1,ACADEMICO,60,57,47,50,64,FACULTAD DE INGENIERIAS,MULTICAMPUS
CC,M,24/06/1998,20203,EK202030187530,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA AGRONOMICA,PRESENCIAL,INGENIERIA AGRONOMICA PECUARIA Y AFINES,151,126,170,147,137.0,146,EK202030187530,SB11201420016248,TI,M,24/06/1998,20142,SB11201420016248,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,64,38,42,59,52,FACULTAD DE CIENCIAS AGRICOLAS,CAMPUS MONTERIA
CC,F,10/06/1999,20203,EK202030145125,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN SALUD,DISTANCIA,ADMINISTRACION,130,149,105,130,175.0,138,EK202030145125,SB11201520075268,TI,F,10/06/1999,20152,SB11201520075268,CORDOBA,SAHAGUN,Estrato 1,TECNICOACADEMICO,44,44,44,37,47,FACULTAD DE CIENCIAS DE LA SALUD,MULTICAMPUS
CC,M,07/10/1998,20203,EK202030195276,SUCRE,LA UNION,AREA RURAL,NO,SI,NO,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA AGRONOMICA,PRESENCIAL,INGENIERIA AGRONOMICA PECUARIA Y AFINES,145,141,143,152,163.0,149,EK202030195276,SB11201520251337,TI,M,07/10/1998,20152,SB11201520251337,SUCRE,LA UNION,Estrato 1,ACADEMICO,44,55,46,50,52,FACULTAD DE CIENCIAS AGRICOLAS,CAMPUS MONTERIA
CC,M,04/09/1997,20203,EK202030230695,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,123,156,120,197,128.0,145,EK202030230695,SB11201420289454,TI,M,04/09/1997,20142,SB11201420289454,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,52,54,56,53,51,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,05/04/1998,20203,EK202030086937,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,SI,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,BIOLOGIA,PRESENCIAL,BIOLOGIA MICROBIOLOGIA Y AFINES,131,160,131,148,96.0,133,EK202030086937,SB11201420016045,TI,F,05/04/1998,20142,SB11201420016045,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,57,36,57,52,51,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,F,17/06/1998,20203,EK202030192012,CORDOBA,SAHAGUN,AREA RURAL,NO,NO,SI,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,QUIMICA,PRESENCIAL,QUIMICA Y AFINES,120,143,135,162,167.0,145,EK202030192012,SB11201420209391,TI,F,17/06/1998,20142,SB11201420209391,CORDOBA,SAHAGUN,Estrato 1,ACADEMICO,58,44,63,53,57,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,F,08/05/1999,20203,EK202030147038,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,SI,NO,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN SALUD,DISTANCIA,ADMINISTRACION,151,149,149,130,134.0,143,EK202030147038,SB11201520320296,TI,F,08/05/1999,20152,SB11201520320296,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,54,62,54,55,48,FACULTAD DE CIENCIAS DE LA SALUD,MULTICAMPUS
CC,F,09/07/1998,20203,EK202030237678,CORDOBA,LORICA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,DERECHO,PRESENCIAL,DERECHO Y AFINES,165,184,187,155,191.0,176,EK202030237678,SB11201420185739,TI,F,09/07/1998,20142,SB11201420185739,CORDOBA,LORICA,Estrato 1,ACADEMICO,62,64,65,58,58,FACULT CIENC ECON JURIDICAS Y ADMINISTR,CAMPUS MONTERIA
CC,F,12/05/1998,20203,EK202030326754,CORDOBA,PLANETA RICA,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES,PRESENCIAL,EDUCACION,128,132,127,134,127.0,130,EK202030326754,SB11201520393602,TI,F,12/05/1998,20152,SB11201520393602,CORDOBA,PLANETA RICA,Estrato 2,ACADEMICO,53,58,46,44,48,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,01/04/1999,20203,EK202030180460,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,191,176,153,185,163.0,174,EK202030180460,SB11201520230262,TI,M,01/04/1999,20152,SB11201520230262,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,64,67,60,72,66,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,09/06/1999,20203,EK202030254303,CORDOBA,CHIMA,AREA RURAL,NO,SI,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA AMBIENTAL,PRESENCIAL,INGENIERIA AMBIENTAL SANITARIA Y AFINES,188,169,160,151,127.0,159,EK202030254303,SB11201520050092,TI,M,09/06/1999,20152,SB11201520050092,CORDOBA,CHIMA,Estrato 1,ACADEMICO,59,49,50,67,56,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,11/09/1995,20203,EK202030195246,CORDOBA,MONTERIA,AREA RURAL,NO,NO,SI,NO,Estrato 2,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,MEDICINA VETERINARIA Y ZOOTECNIA,PRESENCIAL,ZOOTECNIA,119,115,160,178,128.0,140,EK202030195246,SB11201320121291,TI,M,11/09/1995,20132,SB11201320121291,CORDOBA,MONTERIA,Estrato 1,TECNICOACADEMICO,58,53,52,57,49,FAC DE MEDICINA VETERINARIA Y ZOOTECNIA,MULTICAMPUS
CC,F,09/09/1996,20203,EK202030092996,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,SI,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN INFORMATICA Y MEDIOS AUDIOVISUALES,PRESENCIAL,EDUCACION,153,151,195,151,136.0,157,EK202030092996,SB11201320570768,TI,F,09/09/1996,20132,SB11201320570768,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,54,48,60,50,59,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,07/08/1995,20203,EK202030100999,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICAMUSICA,PRESENCIAL,EDUCACION,98,127,100,133,78.0,107,EK202030100999,SB11201220447991,TI,M,08/08/1995,20122,SB11201220447991,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,38,41,43,39,47,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,03/02/1998,20203,EK202030089520,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,QUIMICA,PRESENCIAL,QUIMICA Y AFINES,159,175,174,155,181.0,169,EK202030089520,SB11201420081789,TI,F,03/02/1998,20142,SB11201420081789,CORDOBA,SAHAGUN,Estrato 1,TECNICOACADEMICO,67,42,70,66,68,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,F,05/05/1998,20203,EK202030228698,CORDOBA,PLANETA RICA,AREA RURAL,NO,NO,SI,NO,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA AGRONOMICA,PRESENCIAL,INGENIERIA AGRONOMICA PECUARIA Y AFINES,93,157,129,137,139.0,131,EK202030228698,SB11201420043654,TI,F,05/05/1998,20142,SB11201420043654,CORDOBA,PLANETA RICA,Estrato 2,ACADEMICO,42,48,48,52,44,FACULTAD DE CIENCIAS AGRICOLAS,CAMPUS MONTERIA
CC,M,22/03/1998,20203,EK202030089379,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,161,203,203,185,129.0,176,EK202030089379,SB11201520297942,TI,M,22/03/1998,20152,SB11201520297942,ANTIOQUIA,MEDELLIN,Estrato 1,ACADEMICO,68,54,71,46,47,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,20/10/1997,20203,EK202030086912,CORDOBA,SAHAGUN,AREA RURAL,NO,NO,SI,SI,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,BIOLOGIA,PRESENCIAL,BIOLOGIA MICROBIOLOGIA Y AFINES,106,149,140,121,124.0,128,EK202030086912,SB11201420412805,TI,F,20/10/1997,20142,SB11201420412805,CORDOBA,SAHAGUN,Estrato 2,ACADEMICO,51,49,47,53,46,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,M,19/11/1996,20203,EK202030105888,CORDOBA,PUEBLO NUEVO,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,110,128,154,196,123.0,142,EK202030105888,SB11201320081854,TI,M,19/11/1996,20132,SB11201320081854,CORDOBA,PUEBLO NUEVO,Estrato 1,TECNICOACADEMICO,43,54,50,36,40,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,28/02/1999,20203,EK202030152073,CORDOBA,SAN PELAYO,AREA RURAL,NO,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN SALUD,DISTANCIA,ADMINISTRACION,138,149,166,127,147.0,145,EK202030152073,SB11201520521141,TI,M,28/02/1999,20152,SB11201520521141,CORDOBA,SAN PELAYO,Estrato 1,ACADEMICO,51,50,46,51,50,FACULTAD DE CIENCIAS DE LA SALUD,MULTICAMPUS
CC,F,21/05/1999,20203,EK202030143911,CORDOBA,MONTERIA,AREA RURAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,185,163,153,218,130.0,170,EK202030143911,SB11201520167618,TI,F,21/05/1999,20152,SB11201520167618,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,65,77,54,87,66,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,03/06/1997,20203,EK202030158948,CORDOBA,CERETE,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,GEOGRAFIA,PRESENCIAL,GEOGRAFIA HISTORIA,114,123,131,161,154.0,137,EK202030158948,SB11201420059851,TI,F,03/06/1997,20142,SB11201420059851,CORDOBA,CERETE,Estrato 2,ACADEMICO,50,60,47,40,47,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,F,18/12/1996,20203,EK202030086701,SUCRE,GUARANDA,AREA RURAL,NO,NO,SI,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,BACTERIOLOGIA,PRESENCIAL,BACTERIOLOGIA,200,201,198,180,132.0,182,EK202030086701,SB11201220034765,TI,F,18/12/1996,20122,SB11201220034765,SUCRE,GUARANDA,Estrato 1,ACADEMICO,69,55,66,58,72,FACULTAD DE CIENCIAS DE LA SALUD,CAMPUS MONTERIA
CC,F,27/04/1998,20203,EK202030140497,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ENFERMERIA,PRESENCIAL,ENFERMERIA,149,186,164,144,176.0,164,EK202030140497,SB11201420305111,TI,F,27/04/2008,20142,SB11201420305111,CORDOBA,TIERRALTA,Estrato 1,TECNICOACADEMICO,69,47,58,62,63,FACULTAD DE CIENCIAS DE LA SALUD,CAMPUS MONTERIA
CC,M,11/10/1997,20203,EK202030129454,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 2,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICAMUSICA,PRESENCIAL,EDUCACION,178,153,146,162,141.0,156,EK202030129454,SB11201520309146,TI,M,11/10/1997,20152,SB11201520309146,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,54,50,50,60,54,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,16/10/1996,20203,EK202030195575,ANTIOQUIA,MEDELLIN,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 3,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,MEDICINA VETERINARIA Y ZOOTECNIA,PRESENCIAL,ZOOTECNIA,149,155,138,156,120.0,144,EK202030195575,SB11201520291183,CC,M,16/10/1996,20152,SB11201520291183,ANTIOQUIA,MEDELLIN,Estrato 3,ACADEMICO,47,53,51,46,46,FAC DE MEDICINA VETERINARIA Y ZOOTECNIA,MULTICAMPUS
CC,M,08/03/1997,20203,EK202030194885,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA AGRONOMICA,PRESENCIAL,INGENIERIA AGRONOMICA PECUARIA Y AFINES,71,92,106,103,100.0,94,EK202030194885,SB11201320476004,TI,M,09/03/1997,20132,SB11201320476004,CORDOBA,SAN PELAYO,Estrato 2,ACADEMICO,50,48,47,51,55,FACULTAD DE CIENCIAS AGRICOLAS,CAMPUS MONTERIA
CC,M,21/11/1995,20203,EK202030090323,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA DE SISTEMAS,DISTANCIA,INGENIERIA DE SISTEMAS TELEMATICA Y AFINES,123,100,89,112,133.0,111,EK202030090323,SB11201320106989,CC,M,21/11/1995,20132,SB11201320106989,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,60,42,52,60,52,FACULTAD DE INGENIERIAS,MULTICAMPUS
CC,M,03/05/1999,20203,EK202030143905,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,SI,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,105,126,115,163,158.0,133,EK202030143905,SB11201520028345,TI,M,05/03/1999,20152,SB11201520028345,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,49,59,57,49,47,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,05/10/1997,20203,EK202030191422,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,132,152,147,135,130.0,139,EK202030191422,SB11201520421760,TI,M,05/10/1997,20152,SB11201520421760,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,60,52,60,60,63,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,24/10/2000,20203,EK202030105681,CORDOBA,LORICA,CABECERA MUNICIPAL,SI,NO,SI,SI,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,132,148,140,197,126.0,149,EK202030105681,SB11201620381419,TI,M,24/10/2000,20162,SB11201620381419,CORDOBA,LORICA,Estrato 1,ACADEMICO,52,69,62,54,51,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,26/11/1998,20203,EK202030191836,CORDOBA,LORICA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,131,149,152,160,197.0,158,EK202030191836,SB11201520470451,TI,F,26/11/1998,20152,SB11201520470451,CORDOBA,LORICA,Estrato 1,ACADEMICO,57,52,57,59,59,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,07/10/1998,20203,EK202030274109,SUCRE,SANTIAGO DE TOLU,CABECERA MUNICIPAL,NO,NO,SI,SI,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES   LENGUA CASTELLANA,PRESENCIAL,EDUCACION,97,131,116,115,116.0,115,EK202030274109,SB11201520185735,TI,F,07/10/1998,20152,SB11201520185735,SUCRE,SANTIAGO DE TOLU,Estrato 2,TECNICO,43,44,44,42,43,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,02/11/1999,20203,EK202030204696,CORDOBA,PURISIMA DE LA CONCEPCION,AREA RURAL,NO,SI,NO,SI,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,143,105,120,100,137.0,121,EK202030204696,SB11201520397970,TI,M,02/11/1998,20152,SB11201520397970,CORDOBA,PURISIMA DE LA CONCEPCION,Estrato 1,ACADEMICO,57,55,65,60,52,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,03/03/1997,20203,EK202030136900,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,NO,SI,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES   LENGUA CASTELLANA,PRESENCIAL,EDUCACION,108,176,160,158,158.0,152,EK202030136900,SB11201320167769,TI,F,03/03/1997,20132,SB11201320167769,CORDOBA,VALENCIA,Estrato 1,ACADEMICO,58,46,61,49,46,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,16/12/1995,20203,EK202030146833,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN SALUD,DISTANCIA,ADMINISTRACION,87,104,117,116,154.0,116,EK202030146833,SB11201320055619,TI,F,16/12/1995,20132,SB11201320055619,CORDOBA,SAHAGUN,Estrato 2,ACADEMICO,43,52,48,45,49,FACULTAD DE CIENCIAS DE LA SALUD,MULTICAMPUS
CC,F,01/12/1996,20203,EK202030105684,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,116,215,141,193,153.0,164,EK202030105684,SB11201420478779,TI,F,01/12/1996,20142,SB11201420478779,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,61,61,72,53,60,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,29/09/1997,20203,EK202030181137,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,SI,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA AGRONOMICA,PRESENCIAL,INGENIERIA AGRONOMICA PECUARIA Y AFINES,118,148,111,143,129.0,130,EK202030181137,SB11201420543581,TI,M,29/09/1997,20142,SB11201420543581,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,56,59,54,60,61,FACULTAD DE CIENCIAS AGRICOLAS,CAMPUS MONTERIA
CC,M,26/08/1998,20203,EK202030214873,CORDOBA,BUENAVISTA,CABECERA MUNICIPAL,SI,NO,NO,SI,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,130,114,91,159,139.0,127,EK202030214873,SB11201420020205,TI,M,26/08/1998,20142,SB11201420020205,CORDOBA,PLANETA RICA,Estrato 1,ACADEMICO,55,58,54,50,53,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,05/05/1999,20203,EK202030105654,CORDOBA,CIENAGA DE ORO,CABECERA MUNICIPAL,NO,SI,SI,SI,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,102,172,147,196,193.0,162,EK202030105654,SB11201520484945,TI,F,05/05/1999,20152,SB11201520484945,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,57,57,65,55,59,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,03/07/1998,20203,EK202030208566,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,SI,SI,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN SALUD,DISTANCIA,ADMINISTRACION,140,160,148,152,134.0,147,EK202030208566,SB11201420309412,TI,F,03/07/1998,20142,SB11201420309412,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,57,55,55,50,57,FACULTAD DE CIENCIAS DE LA SALUD,MULTICAMPUS
